TimeCreated,id,Symbol,Name,Sector,Deleted,Info,TimeDeleted,TimeModified,Creator
019-12-30 19:30:30.083803,337,KE,Nike,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,338,I,NiSource Inc.,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,339,BL,Noble Energy Inc,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,340,WN,Nordstrom,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,341,SC,Norfolk Southern Corp.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,342,TRS,Northern Trust Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,343,OC,Northrop Grumman Corp.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,344,CLH,Norwegian Cruise Line,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,345,RG,NRG Energy,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,346,UE,Nucor Corp.,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,347,VDA,Nvidia Corporation,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,348,RLY,O'Reilly Automotive,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,349,XY,Occidental Petroleum,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,350,MC,Omnicom Group,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,351,KE,ONEOK,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,352,RCL,Oracle Corp.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,353,CAR,PACCAR Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,354,KG,Packaging Corporation of America,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,355,H,Parker-Hannifin,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,356,AYX,Paychex Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,357,YPL,PayPal,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,358,NR,Pentair Ltd.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,359,BCT,People's United Financial,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,360,EP,PepsiCo Inc.,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,361,KI,PerkinElmer,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,362,RGO,Perrigo,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,363,FE,Pfizer Inc.,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,364,CG,PG&E Corp.,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,365,M,Philip Morris International,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,366,SX,Phillips 66,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,367,NW,Pinnacle West Capital,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,368,XD,Pioneer Natural Resources,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,369,NC,PNC Financial Services,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,370,L,Polo Ralph Lauren Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,371,PG,PPG Industries,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,372,PL,PPL Corp.,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,373,X,Praxair Inc.,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,374,FG,Principal Financial Group,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,375,G,Procter & Gamble,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,376,GR,Progressive Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,377,LD,Prologis,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,378,RU,Prudential Financial,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,379,EG,Public Serv. Enterprise Inc.,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,380,SA,Public Storage,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,381,HM,Pulte Homes Inc.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,382,VH,PVH Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,383,RVO,Qorvo,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,384,COM,QUALCOMM Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,385,WR,Quanta Services Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,386,GX,Quest Diagnostics,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,387,RC,Range Resources Corp.,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,388,JF,Raymond James Financial Inc.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,389,TN,Raytheon Co.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,390,,Realty Income Corporation,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,391,HT,Red Hat Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,392,EG,Regency Centers Corporation,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,393,EGN,Regeneron,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,394,F,Regions Financial Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,395,SG,Republic Services Inc,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,396,MD,ResMed,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,397,HI,Robert Half International,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,398,OK,Rockwell Automation Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,399,OL,Rockwell Collins,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,400,OP,Roper Technologies,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,401,OST,Ross Stores,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,402,CL,Royal Caribbean Cruises Ltd,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,403,PGI,"S&P Global, Inc.",Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,404,RM,Salesforce.com,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,405,BAC,SBA Communications,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,406,CG,SCANA Corp,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,407,LB,Schlumberger Ltd.,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,408,TX,Seagate Technology,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,409,EE,Sealed Air,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,410,RE,Sempra Energy,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,411,HW,Sherwin-Williams,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,412,PG,Simon Property Group Inc,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,413,WKS,Skyworks Solutions,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,414,LG,SL Green Realty,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,415,NA,Snap-On Inc.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,416,O,Southern Co.,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,417,UV,Southwest Airlines,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,418,WK,Stanley Black & Decker,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,419,BUX,Starbucks Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,420,TT,State Street Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,421,RCL,Stericycle Inc,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,422,YK,Stryker Corp.,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,423,TI,SunTrust Banks,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,424,IVB,SVB Financial,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,425,YMC,Symantec Corp.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,426,YF,Synchrony Financial,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,427,NPS,Synopsys Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,428,YY,Sysco Corp.,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,429,ROW,T. Rowe Price Group,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,430,TWO,Take-Two Interactive,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,431,PR,"Tapestry, Inc.",Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,432,GT,Target Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,433,EL,TE Connectivity Ltd.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,434,TI,TechnipFMC,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,435,XN,Texas Instruments,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,436,XT,Textron Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,437,K,The Bank of New York Mellon Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,438,LX,The Clorox Company,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,439,OO,The Cooper Companies,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,440,SY,The Hershey Company,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,441,OS,The Mosaic Company,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,442,RV,The Travelers Companies Inc.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,443,IS,The Walt Disney Company,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,444,MO,Thermo Fisher Scientific,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,445,IF,Tiffany & Co.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,446,WX,Time Warner Inc.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,447,JX,TJX Companies Inc.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,448,MK,Torchmark Corp.,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,449,SS,Total System Services,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,450,SCO,Tractor Supply Company,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,451,DG,TransDigm Group,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,452,RIP,TripAdvisor,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,453,OXA,Twenty-First Century Fox Class A,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,454,OX,Twenty-First Century Fox Class B,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,455,SN,Tyson Foods,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,456,SB,U.S. Bancorp,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,457,DR,UDR Inc,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,458,LTA,Ulta Beauty,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,459,AA,Under Armour Class A,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,460,A,Under Armour Class C,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,461,NP,Union Pacific,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,462,AL,United Continental Holdings,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,463,NH,United Health Group Inc.,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,464,PS,United Parcel Service,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,465,RI,"United Rentals, Inc.",Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,466,TX,United Technologies,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,467,HS,"Universal Health Services, Inc.",Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,468,NM,Unum Group,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,469,FC,V.F. Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,470,LO,Valero Energy,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,471,AR,Varian Medical Systems,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,472,TR,Ventas Inc,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,473,RSN,Verisign Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,474,RSK,Verisk Analytics,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,475,Z,Verizon Communications,Telecommunication Services,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,476,RTX,Vertex Pharmaceuticals Inc,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,477,IAB,Viacom Inc.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,478,,Visa Inc.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,479,NO,Vornado Realty Trust,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,480,MC,Vulcan Materials,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,481,MT,Wal-Mart Stores,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,482,BA,Walgreens Boots Alliance,Consumer Staples,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,483,M,Waste Management Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,484,AT,Waters Corporation,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,485,EC,Wec Energy Group Inc,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,486,FC,Wells Fargo,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,487,ELL,Welltower Inc.,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,488,DC,Western Digital,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,489,U,Western Union Co,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,490,RK,WestRock Company,Materials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,491,Y,Weyerhaeuser Corp.,Real Estate,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,492,HR,Whirlpool Corp.,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,493,MB,Williams Cos.,Energy,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,494,LTW,Willis Towers Watson,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,495,YN,Wyndham Worldwide,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,496,YNN,Wynn Resorts Ltd,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,497,EL,Xcel Energy Inc,Utilities,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,498,RX,Xerox Corp.,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,499,LNX,Xilinx Inc,Information Technology,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,500,L,XL Capital,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,501,YL,Xylem Inc.,Industrials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,502,UM,Yum! Brands Inc,Consumer Discretionary,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,503,BH,Zimmer Biomet Holdings,Health Care,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,504,ION,Zions Bancorp,Financials,0,,,2019-12-30 19:30:30.107017,
019-12-30 19:30:30.083803,505,TS,Zoetis,Health Care,0,,,2019-12-30 19:30:30.107017,
